p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
5336	3.01004178107222e-08	-0.253753490453359	0.007	0.201	5.42634888098268e-07	4	ADAP1
5337	3.0283852830721e-08	-0.285188969076076	0.036	0.247	5.44516325114256e-07	4	LPIN2
5338	3.1324752547662e-08	0.306674113754175	0.863	0.834	5.61765386509048e-07	4	ATP6V1G1
5339	3.13708109398446e-08	0.353568571178282	0.647	0.507	5.61859790734044e-07	4	NSD3
5340	3.20248485231218e-08	-0.447819198801412	0.554	0.745	5.72828881440202e-07	4	TGFB1
5341	3.28603899058989e-08	-0.29587722227438	0.014	0.21	5.87011867929891e-07	4	PTAFR
5342	3.29286306593357e-08	-0.495232921721233	0.108	0.343	5.8746895086921e-07	4	LYAR
5343	3.30030684980722e-08	-0.461477106503974	0.101	0.327	5.88035268336284e-07	4	LMO2
5344	3.35420555151922e-08	-0.298744056544129	0.05	0.266	5.96866577016462e-07	4	KCNK6
5345	3.42222334567033e-08	-0.638937970626204	0.468	0.647	6.07400543040173e-07	4	GSTP1
5346	3.53542550026299e-08	-0.259187287000486	0	0.185	6.25879375515709e-07	4	SLC24A4
5347	3.63819414660375e-08	-0.271576853032177	0.007	0.2	6.42421127963762e-07	4	PDE3B
5348	3.79613084754396e-08	-0.346908566578063	0.043	0.258	6.69450834356249e-07	4	IRAK3
5349	3.86719611290296e-08	-0.347532073262333	0.137	0.389	6.81111151700927e-07	4	DNAJB1
5350	3.9783650792216e-08	0.321368475420797	0.252	0.106	6.99795941712888e-07	4	WDFY4
5351	4.01512056435711e-08	0.296839669195956	0.691	0.544	7.05360402205236e-07	4	CD47
5352	4.13078332718356e-08	-0.262610891869434	0.007	0.198	7.24755143506997e-07	4	KCNE3
5353	4.18518180136621e-08	-0.419609265210845	0.302	0.576	7.33365253819552e-07	4	METTL9
5354	4.21760392422797e-08	-0.262003626778735	0.05	0.271	7.37456112523485e-07	4	RARA
5355	4.21923630776524e-08	-0.272162546286301	0.014	0.209	7.37456112523485e-07	4	SIRPB1
5356	4.33759592940583e-08	-0.278130520890072	0.094	0.335	7.57182620224417e-07	4	LEPROT
5357	4.36899925175179e-08	-0.400798750292621	0.633	0.809	7.61699072080727e-07	4	CCNL1
5358	4.81591204812177e-08	-0.388908053437317	0.137	0.395	8.36052263633112e-07	4	STAT1
5359	4.81975965530161e-08	-0.291821690527616	0.432	0.74	8.36052263633112e-07	4	GUK1
5360	4.84041523939655e-08	0.320294092015203	0.252	0.106	8.38579108078097e-07	4	ADAM19
5361	5.00975210998264e-08	-0.34963207728073	0.029	0.229	8.66825575512448e-07	4	MPP1
5362	5.01820338534906e-08	0.304546890517696	0.252	0.107	8.6719843445938e-07	4	TMEM19
5363	5.08579522394244e-08	-0.612450790542888	0.065	0.28	8.7735504280275e-07	4	MS4A7
5364	5.33821363353693e-08	-0.264610440042609	0.007	0.193	9.19040204683802e-07	4	TESC
5365	5.36921916873167e-08	-0.311444780618004	0.23	0.518	9.23224164930604e-07	4	VPS29
5366	5.83884025901533e-08	0.370460237541576	0.345	0.19	1.00272252976831e-06	4	UVRAG
5367	5.98903789649162e-08	-0.3484573976047	0.18	0.434	1.02595794711914e-06	4	ATG3
5368	6.12135723539047e-08	-0.298638755325139	0.079	0.299	1.04732240003768e-06	4	PDXK
5369	6.22458524938311e-08	-0.27025391945076	0.022	0.212	1.06234464237613e-06	4	GIMAP8
5370	6.31483142112057e-08	-0.32131392997476	0	0.179	1.0764130341967e-06	4	CD40LG
5371	6.61013217594663e-08	-0.353062748316054	0.007	0.192	1.12399204874365e-06	4	TNFRSF25
5372	6.61027778612033e-08	0.331804736708641	0.245	0.104	1.12399204874365e-06	4	SNRNP25
5373	6.65291081575619e-08	0.282370696655318	0.209	0.076	1.12984637072022e-06	4	ZNF439
5374	6.73229719257207e-08	-0.386999061956724	0.59	0.777	1.14192031075487e-06	4	ARPC5
5375	6.77102266099366e-08	0.381873429354701	0.655	0.543	1.14707620061335e-06	4	RPL22L1
5376	6.95221060468895e-08	-0.340302454523982	0	0.178	1.17344130447766e-06	4	GATA3
5377	6.95221160570517e-08	-0.350751966842271	0	0.178	1.17344130447766e-06	4	PYHIN1
5378	7.30324133953771e-08	-0.254366767662537	0.007	0.19	1.23118167649269e-06	4	LILRA1
5379	7.34770555225565e-08	-0.348542095002175	0.158	0.406	1.2371631854672e-06	4	EHBP1L1
5380	7.49052933848393e-08	-0.333231556536289	0.007	0.19	1.25813488510901e-06	4	HMOX1
5381	7.81648689621507e-08	0.347766576689405	0.388	0.228	1.31128470184616e-06	4	ACBD3
5382	7.88107650797519e-08	0.349297842496951	0.302	0.149	1.32051176088008e-06	4	FCHSD2
5383	7.96057766012714e-08	0.313195947899859	0.871	0.83	1.33221186042444e-06	4	ERP29
5384	8.4168565071389e-08	-0.354835257573646	0.029	0.219	1.40686122175757e-06	4	CSF1R
5385	8.82459932023269e-08	0.336093575400182	0.403	0.233	1.47144317721023e-06	4	FGD2
5386	8.90097120886779e-08	0.291159011260591	0.302	0.146	1.48142163912958e-06	4	NUP88
5387	9.21988709323333e-08	-0.306694385446098	0.036	0.235	1.53179137436794e-06	4	RBM47
5388	9.24481167095825e-08	-0.320947777496464	0.007	0.189	1.53408182101335e-06	4	IFITM3
5389	1.01194780022837e-07	-0.435553781304908	0.252	0.5	1.67518714573863e-06	4	NCOA4
5390	1.05438625628428e-07	-0.335235331564486	0.367	0.654	1.73916909075489e-06	4	BIN2
5391	1.05967073855328e-07	-0.499907236106019	0.475	0.671	1.74579486627923e-06	4	FKBP1A
5392	1.08864344946526e-07	-0.395166033546206	0.022	0.211	1.79138425680825e-06	4	LEF1
5393	1.12928963909888e-07	0.324442722945704	0.23	0.091	1.85163169039391e-06	4	RP9
5394	1.14942141589608e-07	-0.301958323978996	0.151	0.409	1.88239966244194e-06	4	SERPINB6
5395	1.15958917710008e-07	-0.297971048410374	0.612	0.829	1.89679593066502e-06	4	EIF3G
5396	1.16739242054339e-07	-0.410765472985207	0.576	0.738	1.90729487641093e-06	4	MSN
5397	1.19785527694906e-07	-0.284537620685222	0.058	0.273	1.95474653192173e-06	4	RNF125
5398	1.20397447369131e-07	-0.356117439237454	0.101	0.324	1.96240715102371e-06	4	TPST2
5399	1.32548931446614e-07	-0.312943231591224	0.007	0.185	2.15029026244313e-06	4	SH2D1A
5400	1.35609554528486e-07	-0.264844504968278	0.007	0.185	2.19669150253596e-06	4	STAB1
5401	1.39241013125899e-07	-0.269300759450368	0.058	0.263	2.25089961711621e-06	4	INPP4A
5402	1.41607019947553e-07	-0.297500493653046	0.086	0.308	2.28646364095855e-06	4	GYG1
5403	1.45346658580496e-07	-0.251042020686345	0.029	0.223	2.34135617383528e-06	4	SSBP3
5404	1.49609272339985e-07	-0.306324611897067	0.173	0.421	2.40439732548263e-06	4	USP3
5405	1.50245106355618e-07	-0.332990826440845	0.022	0.206	2.41180168978547e-06	4	STOM
5406	1.56197876586819e-07	-0.328885652313856	0.252	0.529	2.50443929479658e-06	4	STK10
5407	1.56682685302329e-07	-0.250961201057194	0.137	0.397	2.50929142403369e-06	4	WDR82
5408	1.63691588323719e-07	-0.335831139104696	0.201	0.469	2.61849505921321e-06	4	WNK1
5409	1.64325099494772e-07	-0.256384125376063	0.007	0.18	2.62557957696229e-06	4	ITGA5
5410	1.66096785741146e-07	-0.262742613788001	0.058	0.263	2.65081231751194e-06	4	ATP6V1A
5411	1.67775949944413e-07	-0.27877143542185	0.029	0.222	2.67451175762084e-06	4	CKAP4
5412	1.74291770737376e-07	-0.279780228810906	0.058	0.265	2.77196369326313e-06	4	UNC13D
5413	1.75372936263334e-07	-0.293744291063035	0.079	0.295	2.785513529666e-06	4	PLCB2
5414	1.78266081763341e-07	-0.2847852697842	0.094	0.318	2.81999243018566e-06	4	HIPK1
5415	1.78335395824563e-07	-0.309757282587485	0.022	0.208	2.81999243018566e-06	4	OXNAD1
5416	1.82007063713888e-07	-0.319367041711223	0.122	0.353	2.8747514776736e-06	4	ATP6V1B2
5417	1.85258731975096e-07	-0.278350679819053	0.043	0.24	2.91941477745194e-06	4	MSRB1
5418	1.86247246430317e-07	-0.309682133484625	0.101	0.32	2.93163808581115e-06	4	SLC20A1
5419	1.88692623993315e-07	-0.34349058635845	0.353	0.633	2.96673916696339e-06	4	HLA-F
5420	1.93754115797344e-07	-0.308449943594027	0.05	0.248	3.03937976865242e-06	4	PLXNB2
5421	2.00056900559868e-07	0.269553464370374	0.252	0.106	3.13111783114894e-06	4	PARP15
5422	2.11001875006949e-07	-0.351662683641247	0.072	0.281	3.29493063998946e-06	4	LDLRAP1
5423	2.14682101311418e-07	-0.278439277736558	0.216	0.476	3.34860314990053e-06	4	MGST3
5424	2.18043108969565e-07	-0.501282242753148	0.194	0.405	3.397180701174e-06	4	FCGRT
5425	2.18822847772704e-07	-0.308918766068918	0.043	0.237	3.40547692923553e-06	4	CYTOR
5426	2.23822493752199e-07	-0.407732217818402	0.266	0.51	3.47543089791324e-06	4	GSTO1
5427	2.27686264531682e-07	-0.459745354044942	0.317	0.582	3.53144473130052e-06	4	SLC2A3
5428	2.32003158683778e-07	-0.281177517582525	0.144	0.392	3.59031405005806e-06	4	COMT
5429	2.3235781298587e-07	-0.269134063922673	0.849	0.935	3.59176673204757e-06	4	UQCRB
5430	2.37194336831176e-07	-0.269425647559428	0.072	0.288	3.66241883539887e-06	4	RAB8B
5431	2.40655702930937e-07	0.365984752646781	0.302	0.157	3.70755145018769e-06	4	PLCG2
5432	2.48141182576524e-07	0.395745017340833	0.64	0.577	3.81433985226168e-06	4	SELENOF
5433	2.50258791652831e-07	0.373048691515698	0.475	0.313	3.84260238287005e-06	4	SH3BP5
5434	2.50686917534225e-07	-0.468135726775589	0.122	0.334	3.84488966057782e-06	4	HCK
5435	2.61251254978317e-07	0.339225716319333	0.482	0.328	3.99801503868484e-06	4	CCDC18-AS1
5436	2.80310823824538e-07	-0.468054291460262	0.173	0.377	4.28492894177065e-06	4	PECAM1
5437	2.8211220866989e-07	-0.317537894295057	0.201	0.448	4.30768453437959e-06	4	FAM120A
5438	2.98515711601558e-07	-0.324414419192997	0.014	0.19	4.54807178748701e-06	4	GBP5
5439	3.14433329504085e-07	-0.270251481404067	0.022	0.202	4.77474117669214e-06	4	SLC31A2
5440	3.15199198775352e-07	0.283488747951034	0.252	0.114	4.78109974089529e-06	4	AC027097.1
5441	3.26144053749386e-07	-0.259856314077788	0.129	0.372	4.93624401350582e-06	4	TM9SF2
5442	3.29673511263975e-07	0.28037327055689	0.892	0.833	4.98418580750683e-06	4	EIF4A2
5443	3.33990528655852e-07	-0.273823398517233	0.043	0.23	5.04391617453623e-06	4	C15orf39
5444	3.37591794438459e-07	-0.257499474525008	0.058	0.261	5.09271827469978e-06	4	AGO4
5445	3.38268686738611e-07	0.324720850306926	0.245	0.11	5.09734641406005e-06	4	MILR1
5446	3.47809893850078e-07	-0.372996056536384	0.129	0.356	5.22967867685276e-06	4	PBXIP1
5447	3.48454776114803e-07	-0.253527632836809	0.043	0.24	5.23366153918123e-06	4	NAIP
5448	3.51021208629145e-07	0.391856741387862	0.489	0.365	5.26646525756994e-06	4	MBD4
5449	3.52593954349504e-07	-0.305041402647745	0.029	0.213	5.28430525925541e-06	4	GPR155
5450	3.56330542556216e-07	-0.251281834662237	0.065	0.272	5.32943843742667e-06	4	CERK
5451	3.56766299230915e-07	-0.254076472166525	0.036	0.224	5.32943843742667e-06	4	ACER3
5452	3.59652174978401e-07	-0.254123832584437	0.223	0.519	5.36104983427056e-06	4	DHRS7
5453	3.69606613860601e-07	-0.38866541457594	0.288	0.542	5.50334258670493e-06	4	PYCARD
5454	3.76211144777214e-07	-0.252548019027525	0.986	0.972	5.59563293414316e-06	4	PABPC1
5455	3.80383885568241e-07	-0.330453277714199	0.144	0.379	5.64550350854674e-06	4	RAB27A
5456	3.86279432137083e-07	0.469118456738759	0.46	0.325	5.72067378368177e-06	4	LMBRD1
5457	3.87637259478665e-07	-0.27229558372646	0.086	0.302	5.73461651428534e-06	4	CHP1
5458	3.91096641667485e-07	-0.295781874659903	0.036	0.221	5.77958588592947e-06	4	THEM4
5459	3.92669034409249e-07	0.415453583459426	0.446	0.279	5.79660301277448e-06	4	MARCKSL1
5460	4.12846157765486e-07	0.379463708145436	0.424	0.29	6.08142259989737e-06	4	APPL1
5461	4.20376794995978e-07	-0.288019761303677	0	0.16	6.1791351093699e-06	4	INPP4B
5462	4.32932448187365e-07	-0.341968552303133	0.065	0.261	6.34338149881338e-06	4	WARS1
5463	4.42680760737111e-07	-0.255618409464903	0.295	0.6	6.4750723382902e-06	4	HSPA5
5464	4.56127364961373e-07	0.356051934372276	0.489	0.357	6.65491758221714e-06	4	DRAM2
5465	4.61482698022356e-07	-0.274620557932096	0	0.159	6.71172249193444e-06	4	NFE2
5466	4.64637957369656e-07	0.34688223584941	0.475	0.334	6.75048374140535e-06	4	SPINT2
5467	4.66143350660748e-07	-0.305969863869203	0.439	0.708	6.76521851280345e-06	4	COX7B
5468	4.96793595959726e-07	-0.290890678967378	0.014	0.185	7.18733003902658e-06	4	CD5
5469	5.17933500275288e-07	-0.270400381057214	0.007	0.168	7.4774613200121e-06	4	GPRIN3
5470	5.62265858820626e-07	0.387269668329542	0.245	0.113	8.08359882415082e-06	4	SMC6
5471	5.65055809408473e-07	-0.273264539984962	0.086	0.294	8.11523843898113e-06	4	PRKCD
5472	5.67139529088106e-07	-0.262357495982372	0.022	0.19	8.13667993138592e-06	4	ATP2B4
5473	5.74683692148946e-07	-0.362628347840499	0.007	0.167	8.22777390017405e-06	4	A2M-AS1
5474	5.78007051671722e-07	-0.26823726146783	0.266	0.56	8.26676129042018e-06	4	REX1BD
5475	5.79315018614313e-07	-0.287655230950895	0.993	0.998	8.27687318607358e-06	4	MT-ND5
5476	6.09969495062206e-07	-0.408614753364587	0.151	0.376	8.67956763268029e-06	4	SOD2
5477	6.31307532815113e-07	-0.258751085973252	0.086	0.302	8.96391613346655e-06	4	MAP3K11
5478	6.38377118053093e-07	0.328529434962652	0.712	0.637	9.04564613883256e-06	4	ARID1B
5479	6.65001936571033e-07	0.305189932412325	0.259	0.12	9.39391966399265e-06	4	CALHM6
5480	6.83881365008692e-07	-0.431825938094416	0.201	0.408	9.64083729812151e-06	4	ADA2
5481	7.11199062829769e-07	-0.287065141824775	0.094	0.307	9.99524968607593e-06	4	ADAM8
5728	2.12066250691988e-128	1.99806011854461	0.827	0.055	2.92078847078075e-124	5	GZMK
5729	1.36465046968526e-115	1.51096258184239	0.945	0.117	7.25819883892005e-112	5	KLRG1
5730	1.58096250030931e-115	1.5782172629939	0.961	0.103	7.25819883892005e-112	5	GZMA
5731	1.3571060972204e-113	1.76381236657494	0.984	0.116	4.67285556925413e-110	5	CCL5
5732	7.72463299973426e-112	1.45763751710309	0.756	0.055	2.1278274061068e-108	5	TRGC2
5733	5.66854730221463e-111	1.56099682672239	0.992	0.132	1.30121503322337e-107	5	NKG7
5734	2.74824772998868e-100	1.32931915624907	0.85	0.088	5.40737371216202e-97	5	CST7
5735	1.14359135085315e-90	0.922048300085706	0.827	0.092	1.96883545941256e-87	5	PRF1
5736	3.3459506171301e-90	0.719578802027768	0.386	0.001	5.12041976108142e-87	5	SLC4A10
5737	1.39704050144461e-83	1.29272470627158	0.984	0.214	1.92414388263967e-80	5	CTSW
5738	2.20620413735872e-70	0.70032949500736	0.465	0.026	2.76236814398561e-67	5	EOMES
5739	9.00194319825033e-69	1.86970526188256	0.756	0.138	1.03319803057918e-65	5	KLRB1
5740	1.93672124759007e-64	0.947489662243095	0.559	0.059	2.05188167254293e-61	5	LINC01871
5741	4.2086710782703e-63	1.41265743602519	0.992	0.357	4.14043048292978e-60	5	IL32
5742	1.87456862127132e-59	0.857769234540826	0.756	0.133	1.72122890805133e-56	5	HOPX
5743	3.05646681635685e-59	1.02175178268249	0.906	0.251	2.63104484135518e-56	5	GZMM
5744	1.57694525665009e-57	0.832005866072787	0.614	0.091	1.27760394234363e-54	5	A2M-AS1
5745	3.28056724375093e-54	0.719741475525731	0.575	0.074	2.51018070267676e-51	5	MATK
5746	1.75818115024543e-52	0.804781903480992	0.693	0.141	1.27449626222791e-49	5	SAMD3
5747	8.35984306027377e-50	1.00443167005781	0.551	0.081	5.75700592345753e-47	5	CD8A
5748	1.33369875374557e-49	0.977321308390966	1	0.71	8.74715854063704e-47	5	HCST
5749	1.62897150431636e-42	0.855831184599811	0.504	0.084	1.01981020586133e-39	5	NCR3
5750	4.4185778293282e-42	0.717544273183384	0.567	0.115	2.64595967144945e-39	5	PRR5
5751	3.45339900219269e-41	1.05433850301949	0.74	0.262	1.98181935238333e-38	5	LYAR
5752	2.01142732419173e-39	0.378978949259557	0.228	0.009	1.10813554144371e-36	5	RORC
5753	1.75027369268764e-38	0.389010027031521	0.228	0.01	9.27173829591803e-36	5	LAG3
5754	1.00412937130996e-37	0.864191155400116	0.937	0.361	5.12217549298227e-35	5	CD3D
5755	5.82624596087224e-37	0.834372965918401	0.969	0.4	2.86588877211048e-34	5	CD3E
5756	1.49722855395167e-35	0.540570164522045	1	0.988	7.1108030598539e-33	5	HLA-C
5757	2.67927733224117e-35	0.647333532824169	0.425	0.068	1.21606635113315e-32	5	MYBL1
5758	2.73709844515557e-35	0.84949786077769	0.299	0.029	1.21606635113315e-32	5	TRGC1
5759	7.18821268554842e-35	0.828063393529286	0.701	0.223	3.09385166618933e-32	5	RORA
5760	1.03524905263061e-34	0.481612944606206	1	0.985	4.32075309147921e-32	5	HLA-A
5761	4.96655923565298e-34	0.741588969059306	0.717	0.225	2.01189471625437e-31	5	SYNE2
5762	5.46283887395171e-34	0.433806504800945	0.244	0.017	2.14970513745534e-31	5	LTK
5763	3.52766980837627e-32	0.424700606327938	1	0.997	1.34962767418795e-29	5	HLA-B
5764	3.69640995991815e-32	0.426791593184706	1	0.997	1.37596363183656e-29	5	B2M
5765	4.39299638349286e-31	0.509510663028826	0.339	0.045	1.59222997868019e-28	5	PTGDR
5766	1.28585380837976e-30	0.694813275724455	0.858	0.316	4.54104218020883e-28	5	CD3G
5767	1.7056330487547e-30	1.08619064040607	0.646	0.23	5.87292099512464e-28	5	DUSP2
5768	2.04440618433066e-30	0.834360812905994	0.858	0.445	6.86770887238688e-28	5	ARL4C
5769	6.24746600531579e-30	0.837306185050218	0.921	0.41	2.04872260217177e-27	5	TRAC
5770	7.54709913658457e-30	0.67122848070235	0.803	0.331	2.41735340484138e-27	5	CD247
5771	9.76851631918469e-30	0.681822022333112	0.89	0.395	3.05776761963934e-27	5	LCK
5772	1.2484467764793e-29	0.532332172178352	0.299	0.037	3.82107943387765e-27	5	COL6A2
5773	5.03818447717849e-29	0.584835576591664	0.425	0.087	1.50849814791694e-26	5	CASP17P
5774	9.35868948328084e-29	-1.43775420690166	0.283	0.772	2.74249426070696e-26	5	COTL1
5775	1.3499302667682e-28	0.768657094120549	0.378	0.061	3.84451470147897e-26	5	KLRD1
5776	1.36775735404392e-28	0.620892108456265	0.969	0.892	3.84451470147897e-26	5	CALM1
5777	1.11145058006364e-27	0.599818838386304	0.575	0.17	3.0616017678433e-25	5	C12orf75
5778	2.28931697564543e-27	0.594217001482393	0.488	0.13	6.18250249128715e-25	5	GBP5
5779	3.74058588113678e-27	0.666156819896168	0.441	0.103	9.90751718094172e-25	5	ZBTB16
5780	8.00310354915e-27	0.466841449948699	0.299	0.043	2.0797499091027e-24	5	SYTL2
5781	8.40700190349953e-27	1.29944951079006	0.26	0.031	2.14425254105368e-24	5	GZMH
5782	1.023275992365e-26	0.652699418802627	0.717	0.313	2.5624691350624e-24	5	APOBEC3G
5783	1.4620435804423e-26	0.333680380883786	0.268	0.031	3.53275898832138e-24	5	S1PR5
5784	1.79039549995763e-26	0.517393552714514	0.417	0.091	4.25157193464076e-24	5	PRDM1
5785	3.89057929627523e-26	0.535186561616289	0.409	0.088	9.08219468603368e-24	5	MAF
5786	9.52371809483936e-26	0.581839056883206	0.465	0.119	2.18616948867038e-23	5	PYHIN1
5787	7.55020303916657e-25	0.455968481828171	0.339	0.065	1.67724107191034e-22	5	GPR171
5788	1.35185151094912e-24	0.568387074172527	0.858	0.531	2.95540489846067e-22	5	ABHD17A
5789	1.54459453343103e-24	0.915737303844809	0.787	0.346	3.32401570452274e-22	5	IL7R
5790	4.18519410661951e-24	0.50379377456264	0.465	0.127	8.86810437391853e-22	5	SH2D1A
5791	5.95045022385428e-24	-0.880071031288343	0.142	0.656	1.24175077171432e-21	5	C1orf162
5792	8.10111965294848e-24	0.621977350573798	0.874	0.534	1.66532419373223e-21	5	CD81
5793	1.24537907939664e-23	0.521195895682273	0.646	0.244	2.52244206772498e-21	5	PTPN4
5794	1.52950838404882e-23	0.612691720657049	0.386	0.079	3.05303173529049e-21	5	GNLY
5795	1.65104816137678e-23	0.587305196370861	0.906	0.442	3.24855518952035e-21	5	TRBC2
5796	2.11474327419688e-23	0.579019995363409	0.622	0.258	4.04532765493244e-21	5	APMAP
5797	3.42072167983821e-23	0.582171789412502	0.567	0.208	6.45391776663173e-21	5	FKBP11
5798	3.97114108332934e-23	-2.4402252132523	0.126	0.58	7.39115218117499e-21	5	HLA-DRA
5799	4.40859702421518e-23	-1.33276514014876	0.969	0.982	8.09594757526875e-21	5	FTH1
5800	8.86243493558677e-23	-0.55996669239141	0.945	0.977	1.58522488789398e-20	5	PABPC1
5801	1.01359089663852e-22	0.747112153713556	0.717	0.358	1.78976761787209e-20	5	MT2A
5802	1.02668122586688e-22	0.729943269346074	0.606	0.259	1.78993424352716e-20	5	TRG-AS1
5803	1.04606123335051e-22	0.61215535608734	0.74	0.39	1.80092517086707e-20	5	PAXX
5804	1.43375793305195e-22	0.328294746572398	0.205	0.022	2.437919507645e-20	5	DBN1
5805	8.96750681679294e-22	0.40389074699604	0.394	0.091	1.50621306570353e-19	5	IL2RB
5806	2.69714661795371e-21	0.639300021128857	0.677	0.294	4.42235718679481e-19	5	SPOCK2
5807	4.04034778552061e-21	0.430043688044606	0.307	0.057	6.54236763412198e-19	5	CCL4
5808	4.08512028268707e-21	0.624370509211359	0.543	0.188	6.54236763412198e-19	5	AQP3
5809	4.75444919777764e-21	0.410141519411735	0.992	0.943	7.52678491965419e-19	5	MYL12A
5810	5.13203107643149e-21	-0.918814027196128	0.016	0.473	8.03221181996487e-19	5	MARCHF1
5811	6.8900456943446e-21	0.561996371876008	0.583	0.226	1.06625392526077e-18	5	ZAP70
5812	1.10730617105875e-20	0.432074842405703	0.354	0.082	1.69454754377691e-18	5	C21orf59-TCP10L
5813	1.94684432163996e-20	0.505910356085126	0.472	0.163	2.94658097164255e-18	5	ERN1
5814	2.84435862938984e-20	0.363624680943533	0.236	0.035	4.25819036984633e-18	5	IKZF2
5815	4.00983324205485e-20	0.424832346998391	0.339	0.079	5.93843368202382e-18	5	SH2D2A
5816	4.31328040098543e-20	-1.2172961946926	0.079	0.506	6.31987350667791e-18	5	HLA-DRB6
5817	5.75979454807729e-20	0.593415769769761	0.78	0.458	8.35048950638616e-18	5	PLAAT4
5818	1.07287260433851e-19	0.449014038797233	0.465	0.149	1.53923691453691e-17	5	STOM
5819	1.18862544381493e-19	-0.922545129495015	0.016	0.445	1.68772559151165e-17	5	MEF2C
5820	2.38451799519248e-19	0.463835472329901	0.504	0.175	3.3173703381602e-17	5	TC2N
5821	2.46070360646842e-19	0.560151624645232	0.685	0.352	3.38912707718896e-17	5	ARPC5L
5822	3.26996424122055e-19	0.272348602936259	0.15	0.013	4.45913044498323e-17	5	CCR5
5823	6.55435982795842e-19	-1.67134208230289	0.047	0.466	8.85031352063444e-17	5	AIF1
5824	7.53194155221754e-19	0.262781860422512	0.189	0.023	1.00715952425915e-16	5	LINC002481
5825	8.20355312472725e-19	-1.94885513374946	0.323	0.676	1.08641862679681e-16	5	CTSS
5826	8.87742526374233e-19	0.367171524522559	0.205	0.029	1.16446455388117e-16	5	IL18R1
5827	9.03310823620992e-19	-1.65274033359082	0.157	0.552	1.17370754469169e-16	5	HLA-DRB1
5828	4.15334620262923e-18	0.513254437204394	0.583	0.273	5.2003670226193e-16	5	CCDC107
5829	6.05343930997166e-18	0.289981249768431	0.228	0.039	7.46953878321683e-16	5	ABCA2
5830	6.07411851971455e-18	-1.7264641409016	0.031	0.435	7.46953878321683e-16	5	FCER1G
5831	7.12036410034846e-18	-0.781807253028921	0.016	0.415	8.67865263310614e-16	5	LY86
5832	1.91623773261233e-17	-0.848978828201583	0.11	0.508	2.31511774484821e-15	5	CTSZ
5833	1.97015380426658e-17	-1.12584856604739	0.031	0.427	2.35955898662293e-15	5	CYBB
5834	2.45923334875239e-17	0.518628728224618	0.772	0.402	2.91991559589368e-15	5	CD69
5835	4.63234960747337e-17	-0.942547582671783	0.016	0.404	5.36145807930511e-15	5	SPI1
5836	6.39892020708865e-17	0.53476146287324	0.654	0.302	7.344360667686e-15	5	CD2
5837	1.23443629157292e-16	-1.11420395390605	0.063	0.448	1.40511496230031e-14	5	GRN
5838	1.67688567480595e-16	-0.90030375508656	0.244	0.594	1.89309396713954e-14	5	POU2F2
5839	1.69216515502055e-16	0.316499393287659	0.189	0.028	1.89481225041447e-14	5	ABCB1
5840	1.7261876437184e-16	0.359069344090039	0.291	0.069	1.91732116265593e-14	5	LLGL2
5841	2.0241688669437e-16	0.601197887675842	0.811	0.59	2.23031022435324e-14	5	PPP2R5C
5842	2.11024849149481e-16	-0.834883367478553	0.079	0.464	2.30670257725064e-14	5	LYN
5843	4.11775175842905e-16	-0.624527532035786	0.016	0.385	4.46565314715302e-14	5	IFNGR2
5844	4.2859604215267e-16	-1.08712485106442	0.024	0.397	4.61176038169432e-14	5	MPEG1
5845	4.94870648639973e-16	-0.422576129826808	0.898	0.945	5.2836073207119e-14	5	RPL23
5846	6.06869762534883e-16	0.47254811808346	0.732	0.358	6.42955172260995e-14	5	CD7
5847	7.7093964173647e-16	0.518991271692544	0.764	0.522	8.10545930201252e-14	5	YWHAQ
5848	8.02700367714839e-16	0.375208274924338	0.378	0.119	8.37544860949733e-14	5	TSEN54
5849	1.00140912246002e-15	-0.858707522468682	0.197	0.553	1.03702314613849e-13	5	NPC2
5850	1.06996218551741e-15	-1.03141195973115	0.181	0.532	1.09974546127846e-13	5	AP1S2
5851	1.15848327769858e-15	-0.751321055821883	0.039	0.409	1.18191038398093e-13	5	GCA
5852	1.22294398157224e-15	-1.2983456562615	0.37	0.677	1.23850054839666e-13	5	GPX1
5853	1.56163035934333e-15	0.283689675650203	0.173	0.025	1.56995145541866e-13	5	LINC00987
5854	1.82388395209418e-15	-1.24804280418156	0.024	0.381	1.82031548349225e-13	5	KLF4
5855	1.91800557451276e-15	-2.02645507018845	0.031	0.388	1.90048135091829e-13	5	CST3
5856	1.96697232036184e-15	-1.84650914885078	0.008	0.368	1.9350792691674e-13	5	FCN1
5857	2.37920814502089e-15	0.483607060527405	0.575	0.258	2.3076643508009e-13	5	SKAP1
5858	2.39638735515662e-15	-0.551722208327008	0.268	0.704	2.30807294004001e-13	5	SELL
5859	2.5832968226413e-15	-0.982759616316565	0.008	0.364	2.47081577348879e-13	5	NCF2
5860	3.31854651565892e-15	-1.1866895896883	0.071	0.432	3.15216145932209e-13	5	HLA-DQB1
5861	3.85574629750568e-15	0.431480020961536	0.843	0.686	3.63734203805108e-13	5	GUK1
5862	5.35176645424132e-15	0.430823516590032	0.89	0.525	5.01427750845345e-13	5	PCED1B-AS1
5863	6.03936624591969e-15	-1.2154549096689	0.024	0.378	5.62028319628729e-13	5	FGL2
5864	6.78334789114007e-15	0.521853894150064	0.89	0.699	6.27027184595115e-13	5	CD99
5865	8.40047184100353e-15	-0.840634357145778	0.126	0.475	7.71331324440944e-13	5	CTSB
